matchYear,matchID,leftTeam,leftScore,rightTeam,rightScore,refName,leftPenalties,rightPenalties
2019,153,Sunwolves,7,Rebels,52,Nick Briant,14,10
2019,154,Crusaders,19,Blues,11,Michael Fraser,8,12
2019,155,NSW Waratahs,15,Jaguares,23,Paul Williams,6,7
2019,156,Stormers,34,Highlanders,22,Nic Berry,7,7
2019,157,Sharks,27,Lions,17,Marius van der westhuizen,8,8
2019,161,Blues,22,Bulls,22,Michael Fraser,6,9
2019,162,Rebels,15,NSW Waratahs,20,Paul Williams,7,7
2019,163,Sunwolves,19,Brumbies,42,Federico Anselmi,12,9
2019,164,Chiefs,40,Crusaders,27,Ben O'keeffe,6,3
2019,165,Reds,23,Jaguares,34,Jaco Peyper,8,9
2019,166,Sharks,17,Hurricanes,30,Nic Berry,9,8
2019,167,Lions,41,Stormers,22,Marius van der westhuizen,10,10
2019,171,Highlanders,24,Bulls,24,Angus Gardner,5,5
2019,172,Reds,29,Blues,28,Brendon Pickerill,7,16
2019,173,Crusaders,66,Rebels,0,Glen Jackson,5,7
2019,174,NSW Waratahs,24,Brumbies,35,Ben O'keeffe,9,8
2019,175,Lions,17,Hurricanes,37,Jaco Peyper,7,9
2019,176,Stormers,31,Sunwolves,18,AJ Jacobs,3,12
2019,177,Jaguares,34,Sharks,7,Nick Briant,11,11
2019,181,Highlanders,49,NSW Waratahs,12,Michael Fraser,4,7
2019,182,Rebels,8,Chiefs,59,Angus Gardner,7,8
2019,183,Jaguares,52,Sunwolves,10,Federico Anselmi,7,12
2019,184,Hurricanes,29,Blues,24,Glen Jackson,5,12
2019,185,Brumbies,40,Reds,27,Paul Williams,11,9
2019,186,Stormers,9,Sharks,12,AJ Jacobs,5,9
2019,187,Bulls,48,Lions,27,Marius van der westhuizen,13,8
2019,191,Crusaders,38,Highlanders,14,Jaco Peyper,7,9
2019,193,Jaguares,21,Chiefs,16,Glen Jackson,10,10
2019,192,Hurricanes,35,Bulls,28,Nic Berry,7,7
2019,194,Brumbies,38,Sharks,13,Michael Fraser,7,7
2019,202,Jaguares,39,Brumbies,7,Michael Fraser,6,5
2019,201,Crusaders,30,Hurricanes,26,Nic Berry,3,7
2019,211,Crusaders,19,Jaguares,3,Jaco Peyper,4,8
